,Posts,Label
138,ምነው የቅማንትን የወሎ ከሚሴንና የጉሙዙን የጅምላ ጭፍጨፋ በጎጃም የዶክተሮቹን በድንጋይ ተወግረው ግድያ በጎንደር ነዋሪ ትግሬዎችን ዘርፎ ማባረርን ምስኪን ሹፌር ገድለው ወደ ትግራይ የሚሄዱትን መኪናዎች የዘረፉትነሳ ሳትጠቅስ የእነሱ ነብስ የቁጫጭ ነብስ ነበር እንዴ,Offensive
139,ስህተትን አምኖ ለወደፊት መጠንቀቅ አለብን ማለት ትልቅነት ነው,Offensive
140,እነ ቅቤው ደግሞ በልጣችሁን ሳይሆን በቅንነታችን ገብታችሁ አንዴ ሸውዳችሁናልና ከዚህ በሗላ አትድከሙ ,Offensive
141,አንተ ራስህ ሰይጣናዊ ተልእኮ የተሰጠህ ፀረ አማራ አንድነት ነህ,Offensive
142,አዎ በጎጃም በድንጋይ ተወግሮ የተገደሉትን እና የቅማንት ህዝብ ጭፍጨፋን መንሳት አትፈልግምምን አይነት ጠባብ ነህ,Offensive
143,የረሳክ ነገር አለ ስለ ቤንሸንጉል ጉሙዝ ህፃናቸትና የቅማንት ህዝብ ጭፍጨፋ ጨፍጫፍዎችሁ እናንተ ስለሆናችሁ ነዉ የረሳክ,Offensive
144,መታወቅ ያለበት ነገር ግብጥ እና ሱዳን ኢትዮጵያን ሊያጠቁ ቢነሱ የ አብይ ወታደር ሆኘ ላገሬ እንደምሞት ግብጥ እና ሱዳን ኢትዮጵያን ሊያጠፉ ቢነሱ አብይ በሚፈልገው ነገር ሁሉ ከጎኑ እንደምቆም ምክኛቱም ኢትዮጵያዊነትን የሚበልጥ ነገር ስለሌለ እና ምን ለማለት ነው ግብጦች ሲያጣድፉት በሴራ ገልብጬው ስልጣን ልያዝ የሚል ልብ የለኝም የጀግና ልብ ነው ያለኝ ጀግና ደሞ አጋጣሚዎችን ታኮ አይደለም የሚያሸንፈው እና ምን ለማለት ነው አብይን አልደግፈውም የሚሰራው ልክ እንዳልሆነ ይሰማኛል አብይ እና ግብጥን ግን ለማነፃፀር እና የፖለቲካ ጥቅም ለማግኘት ከግብጥ ስር ሄደው እንደተወሸቁት ህወሀቶች የባንዳነት ታሪክ የለኝም አማራ ነኛ,Offensive
145,ይች  የክፍያ ፖለቲካ ደግሞ ታስቃለች   አቶ ግርማ ህሊና በኖረውና በቀመሳት ገንዘብ የሚፈልግማ ከእነ ቴዎድሮስ አድሀኖም ጋር ልኡክ ሆኖ ነው መሄድ ያለበት,Offensive
146,ለግርማ ሰይፉና ግብረአበሮቹ የፖለቲካ ነጋዴዎች መልስ በመስጠት ጊዜህን አትግደል አንተ ድምፅ እንድትሆናቸው የሚፈልጉ ብዙሀን እየጠበቁህ ነው,Offensive
147,ይሄን እና ስለ ፓይለት ዮሀንስ የተፃፈውን ግርማ ሰይፉ ፃፈው ብየ ለማመን ከበደኝ ምናልባት አካውንቱ ሀክ ተደርጎ ይሆን ፅፎት ከሆነ ግን ከዚህ በላይ ውርደት የለም,Offensive
148,አስደንግጦኛልአሳዝኖኛልአፍሬበታለሁበጣም ያሳዝናል,Offensive
149,ፓርላማ ተወክሎ ገብቶ የነበረው ይሄ ሰው ነው ምኑ ማፈሪያ ነው አበስኩ ለምን ግን አማራው ሲደራጅ እና እራሱን ለመከላከል ጥረት ሲያደርግ አዳሜ ከየጎሬው እየወጣ የሚንጫጫው ትዝብት ነው,Offensive
150,ላንተና ለሌሎች ተቺዎች የማይመጥን ምላሽ ከመስጠት በየቦታው የቀድሞው ብቸኛ የተምክር ቤት አባል እያለ ለሚፎክርበት በኢሳት ያስመረጥነው እኛ ነን ላለው የቀድሞ ደህንነት አባል መልስ በሰጠ ነበር ኢሳትም በተደጋጋሚ ሲያቀርበው ይህችን ያለመጠየቁ ትዝብት ላይ ጥሎታል,Offensive
151,ጌቾ ይሄን ተወው ወሬያም በለውአሁን እሱ ህብረ ብሄራም ኮኖ ነው,Offensive
152,በጭንቅላት ሳይሆን በሆዱ ከሚያስብ ጋር ለምን ጀመርከው,Offensive
153,ማወቅ ማለትፊደል በቆጠረ እንዳልሆነ ይገባኝ እሱ በየጊዜ የሚሰጣቸው የተለያዩ ሀሳቦች ነውበአንድ ነገር ላይ አንድ አቋም ነው የሚጠበቀው ትክክልም ባይሆን,Offensive
154,የሆነ ግዜ ላይ መስፍን ወልደማርያም የ ምርጫ ግዜ እንዲያው በእድል ያሸነፈ ሰው ነው ብለውት እየየ እያለ ነበር  እና ይሄ ሰውየ በዚያ ምርጫ በእድል ፓርላማን ስለተቀላቀለ ብቻ ራሱን የምክንያታዊነትና የፓለቲከኛ ጥግ አድርጎ ነው የሚቆጥር ከሚፅፋቸው ፅሁፎችና ከሚናገራቸው ንግግሮች እንደምንረዳው ግን ያው ደነዝ ነገር ነው በአማራ ጉዳይ ደግሞ እሱና አቤ ቶኪቾው አንድ ናቸው አማራና የአማራን የመጥላትና የማጣጣል አባዜ አለባቸው ለማንኛውም ግን አንተን ምንም አይሰማህ ሚዲያዎችም የዚህን ሰውየ ተራ አቋም በመረዳት የሚሰጡትን ቦታና ክብር ሊነፍጉት ይገባል,Offensive
155,ብልሹ የትግሬ ልጅ ነው የገርመውና ደሞስ አንተን ብሎክ የሚያደረግ እሱ መጀመሪያ ካንተ ጋ ቀርቶ  ተከታይም የለው ይህ ወራዳ ትግሬ ሳይሆን አይቀርም ግን ይህ አሳማ ባሪያ ወራዳ ብሄርተኝታችን ላይ ብቻ አተኩርማ አቦ,Offensive
156,የእናንተ አጉል እልህ መገባባት ደግሞ ያስጠላል ኤጭ,Offensive
157,ይሄን ትንሽ ጉማሬ ሰምቶ እንዳልሰማ ማለፍ ነው እንጂ,Offensive
158,አቶ ግርማ ከወያኔ ደህንነት መስሪያቤት እጅ እና ጓንት ሁኖ የሚሰራ ሌባ ነው ,Offensive
159,እንዲህ የወረደ ሰው ነው,Offensive
160,ይህ ቆሻሻ ለካስ ተኩላ ነበር ያላሰበው ማእበል መቶ ስላዳፈነው ግራ ገበው,Offensive
161,የግርማ ፓለቲካ ሆድን በታሳቢነት እና እናቴን ያገባ የሚል መሆኑን የ ምርጫ ላይ ጭራውን ሲቆላ ታዝበን ወቶልናል ዛሬ እንዳዲስ የሚያወራው ጎርፍ አመጣሹ ያልገባው እስኪገባው መሆኑ ነው ችግሩ,Offensive
162,የተደበቀ የአማራ  ያለበት መሆኑ በግልፅ ያስታውቃል ወያኔ በአማራ ላይ ያደረገውን ነገር በሙሉ እንደሚደግፍ ይህ ፎቶ ላይ የፃፈው መልእክት ገላጭ ነው በአማራ በደልና መገፋት ላይ እየተሳለቀ ነው,Offensive
163,ግርማ መልካም ነገር ቢናገር ነበር የሚገርመኝ ምክንያቱም መርካቶ ውስጥ ኪስ እያወለቀ እንዳደገ ስለማውቅ በነገራችሁ ላይ አማራ እንዳይመስላችሁ አደራ በአንደበቱ ኦሮሞ ነኝ ብሎ ሲናገር ሰምቸዋለሁ ስለዚህ አሁን ፊንፊኔ ከኛ ብየ እጠቀማለሁ ከሚል እሳቤ ተነስቶ ነው አማራ ላይ ቅርሻቱን የሚተፋው,Offensive
164,የመጨረሻ ማፈሪያ ነው ,Offensive
165,በእርግጠኝነት ሰክሮ የፃፈዉ መሆን አለበትእስኪ ይህ ብለህ ነበር ተብሎ ይጠየቅ እና መቼአላልኩም ብሎ ይክዳልይሄ ማጣበቂ ፓርላማ ዉስጥ ተቃዋሚ መስሎ የነ መለስ እስስት አልነበረምዶማ,Offensive
166,ትልቅ ሰው አይደለም እንዴ ሰውየውምን ሆኖ ነው እንደ ገለባ ቀለለ,Offensive
167,ጌቾ ግርማ ሰይፉ ሰው ሆኖ በመፈጠሩ ሰው እንበለው እንጂ ሰው የሚባል አይደለም አንተ ከናሳኸው ጉዳይ ሌላ የፓለቲካ እስረኞችን ምግብ አበላሁ ብሎ የፃፈውን አስታውሳለሁ እጅግ ሲበዛ ግብዝና ደንበኛ የፓለቲካ ነጋዴ ነው ደግሞ በሀገራችን ፓለቲከኛ ተብለው እስር ቤትን ከማያውቁት አስመሳይ ተቃዋሚዎች አንዱ ስለሆነ በፓለቲካ አመለካከት ብቻ የሚደርሰውን መከራ አያውቀውም,Offensive
168,ይሄ ደንቆሮ አማርኛን እንዴት እንደሚጫወትበት አይተህልኛል,Offensive
169,ተወው ባክህ ይህን ልጥልጥ ባሪያ አቴንሽን ፍለጋ እየተፍጨረጨረ ነው,Offensive
170,  ይሄ ተራ ተሳዳቢ ነበር ህዝብ ወክሎ አምስት አመት የተዘፈዘፈውየሱን ጉድ ለማወቅ የአቶ አያሌውን ኢንተርቪው ማዳመጥ በቂ ነው,Offensive
171,አቅም ካለውና በሀሳብ መሞገት ከቻለ  ማድረግ አልነበረበትምናቀው,Offensive
172,ግርማ ከፍያ ይሰራ ነበር አይደል ሁሉም ስው እንደእሱ ይመለዋል,Offensive
173,አማራን ያላወቃችሁ ሰወች እያየሁ ነው አማራ ማለት ነፍጠኛ መመከት እሚችል እማይዋሽ እስካሁን ስለ ኢ ት የኖረ ህዝብ ነው በቃ በዛ አልበዛም,Offensive
174,             አንቀህ ያዝከው ደነገጠ በህዝብም አላገጠ ይህ እብደት ነው እኮ እኛ ግን ስንቶቹን ተሸክመን እንደኖርን ነው የሚያሳየን ስንቱን ጠላት ስንመግብ እንደኖርን ነው የምረዳውበርታ አንቀህ ያዝልኝብችል እኔም አልለቃቸው,Offensive
175,ግርማ ሰይፉ  በብቸኝነት ሲያሸንፍ አውራምባ ታይምስ ላይ አንተ በብቸኝነት እንዴት አሸነፍክ ሲባል እኔ የተጠቀምኩት ስትራቴጂ ለየት ይላል ስቀሰቅስ ብቸኛው ሀቀኛ ተቃዋሚ መድረክ ብቻ ነው ወይ መድረክን አልያም ኢህአዴግን ምረጡ በማለት ነው ሲል ገልጿል መድረክ ምን አይነት ድርጅት እንደሆነና እነ አቶ ግርማም ምን ብለው ሲሰድቡት እንደነበር ይታወሳል,Offensive
176,ይህ ሰው አይፈርድበትም ደሞዝ የሚከፈላቸው ስራ ሳየሰሩ አንዱ ይህ ነበር ህሊናውን የሺጠ ሰው ብለህው ጌቾ ወትሮም ለሆዱ ያደር አሁንም በሳንቲም ተሽጦ ነው ሰሞኑን በአማራው ህዝብ ዘመቻ የጀመረው ለዛ ነው ከበቴድሮስ አድህኖ ጋር ምን ሴሰራ እንደነበር ይታወቃል ስራ ነው,Offensive
177, እንዲህ የወረደ መሆኑን አላውቅም ነበርሰዎች ስለአማራ ሲፅፉስ ለምንድን ነው እንዲህ ከገንዘብ ጋር የሚያገናኙት ምን አይነት በሽታ ይሆን ከቶ,Offensive
178,ይገርማል እኔ ደሞ ለኢትዮጲያ ህዝብ ሁሉ የሚቆረቆር ይመስለኝ ነበር ያዉ የዜግነት ፖለቲካ አራማጅ ስለሆነ የምር አክባሪው ነበርኳዬዬ ይቺ የአማራ ብሄርተኝነት እንዴት ፍትሁን መድሀኒት ነች ስንቱን ባዶ አስቀረችው,Offensive
179,በእርግጠኝነት ታመዎል ክቡርነትዎወይ ሶስት ሰባት አሊያም አማኑኤል ቢታዩ,Offensive
180,በቀደመው ፖስት ላይ  አድርጎህ ይሸልላል ያልኩትን ወደ ላቀ ደረጃ አሳድጎ ተሳድቦና በህፃናት ተሳልቆ አደረገው ሀሳብየለሽ ድንዙዝ ስለሆነ አንተ ተገላገልክ ፊትህን ወደ ስራህ,Offensive
181,የማን ነው ደደብ የቆሎ ተማሪዎች ላይ የሚያላግጥ ድንጋይ ራስ,Offensive
182,ሰው መሳይ ደግሞ የሚገርመው በኢሳት እየቀረበ የሚተረተረው ላገር የሚያስብ ይመስላልአማራ ላይ ሁሉም ምላሱ እረጂም ነው በተራ ሊቀጠቅጡን ነው የሚፈልጉት የሚያስፈልገው ከነዚህ መማር ያለብን ይመስለኛልባንድ አብረን ልዩነት እንኳን ቢኖር ተቻችለን የጀመርነውን ለመጨረስ አስፈላጊውን ሁሉ ማድረግ አለብንእንደዚህ አይነቱ ነው እንግድህ ለህዝብ እኩልነት ሊሰራ ፓርላማ አምስት አመት የተቀመጠው ማፈሪያ ነህጌችና አንተ አትመጣጠኑም ሌት ተቀን ለህዝብ የሚሰራ መሆኑን አስመስክሯልአንተ ግን ይኸንን መለጠፍህ እራሱ የወረድክ እንደሆነ አንዱ ማሳያ ነውደግሞም ቸግሯቸው እንዳይመስልህ ለመማር ብለው እንጂ ከነዚህ ነው ነጩ ጤፍማሩቅቤውሰሊጡ የሚገኘው ስለዚህ ያንተን ደካማነትህን ነው የሚገልፀው እንጂ ያዋረድኩኝ እንዳይመስልህ,Offensive
183, ውሸት አንተ ውሸታም ነህ እውቀትህን ለረከሰ አስተሳሰብ ተጠቀምክ,Offensive
184,ምክንያቱም ከአግ ጋር ተጣላህ ሳይሆን ከ እውቀት በታች ተጋጨህየሀሳብ ብዝሀነትን ለመቀበል የሚያስችል እውቀት አጣህ ይህን እውቀት ያለ በሙሉ ከእውቀት ራቀአንተ የሀሳብ ሳይሆን የቢሄር መሪ ነህ,Offensive
185,ለካ የማንንም ቅሌታም ነዉ የተከበሩ ስንል የከረምነዉእኔ እምለዉ አማራን ሳንሳደብየሱን ጉዳይ ሳንተዉ ስለህብረብሄራዊነት ማዉራት አይቻልም እንዴአማራስ የህብረብሄራዊነቱ አንድነቱ አንድ አካል አይደለምን,Offensive
186,ግርማ ከዚህም በላይ እጅግ የወረደ ሰው ነው  ስለርሱ በመነጋገር እውቅና አትስጡት  ትኩረት የሚያሻው ብዙ አንገብጋቢ ጉዳይ አለን  በጮኽ ውሻ ላይ ሁሉ ጠጠር ለመወርወር መቆም ፋይዳው ጊዜን ማባከን ብቻ ነው ,Offensive
187,ግርማ እኮ ከጌታቸው አስፋ ጋር ይሰራ ነበር,Free
188,ሰወች አጀንዳ ሲጨርሱ ስለሰወች በማውራት ይደክማሉ ተወው,Free
189,ግርማ ሰይፉ ሲጀመር የሰው ተፈጥሮ የሌለውና አቋም የለሽ በጭባጫ የመንደር ውሻ ነው እኔ ግርም እሚለኝ እንዴት ይህ ሰው የፓርላማ አባል እንደሆነነው ወራዳ ብየዋለሁ,Offensive
190,ጌቾ ከባድ ሚዛን ከማንም እንከፍ ጋር አትወዳድርምይህ ሰው እንደዚህ ይጠላናል ብየ አስቤ አላውቅም ነበርድልብ መሀይም ነው ለካእኔ ለእሱ አዘንኩለት,Offensive
191,አረፍከው ሁሌ ከሚጨቃጨቅህ እንዲያውም አንተ ነበር ብሎክ ማድረግ ያለብህ በጊዜ መሰናበቱ ጥሩ ነው,Offensive
192,ሰውየው አሁን ኢሳት ክ በታች ስላወረደው ጌቾ አንተን አይመጥንህምና አንተም  ሰጠውና ሸኘው,Offensive
193,ጌች የቪድዮን ከአንተ ወስጄ ሊንክ ሌኬለት በጣም ነውየተናደደብኝ ይሄ ቆሻሻ አማራ ማንነቱን አይስትም እሱ ከተሜ ነኝ ለማለት ከሆነ ገበሬው ባመረት እህል ነው የጎጃምን ነጭ ጤፈሸ ሺንፊላው እስኪሞላ መብላቱ ነው ወለታ የማያውቅ እኛ የአረሶአደር ልጆች መሆናችንን አንክደውም የመሀል መርካቶልጂ መሆኑን ሊነግረን ካልፈለገ ,Offensive
194,ጌች እንግዲህ ህወሀት እየከፈለ የሚያሰራቸው ሰዎች ከፋያቸው ስለሄደ ቦዘኔ እየሆኑ ነው ስለዚህ ከተሳዳቢነት አያልፉም ንቀህ ካልተውካቸው ስራ ያስፈቱሀል ,Offensive
195,ሁሉም የአንድነት ፓለቲካ እራማጅ የሚመስሉ ብሎገሮች ግርማ ሰይፋ አቤ ቶክቻ ስዩም ተሾመ በቅርቡ ኦነግነታቸውን እያወጁ በኦነግ የፓለቲካ ፓርቲወች ውስጥ በቅርብ እናያቸዋለን ብዙ ግዜ ብዙ የዋህ አማሮች እትሞኙ ግርማ ሰይፋ እሮሞ ፈርስትን አልቃወምም ያለ አማራ ብሄርተኛች ላይ ደሙ ይፈላክ አማራ ለህዝብ ህዝብህን ብቻ ይዘህ ከራስክን ፓለቲካ ስራ እንደምንም ይህ ያንደነት ፓለቲካ የሚባል ነገር በተሎ ተላቀቅ አብን ቤተ አማራ የፈልገውን የአማራ ፓርቲ ብቻ ተቀለቀል ሀቅ ነገር ይህች እትዮጵያ ምድር ላይ ጭዋታው ከእንግዲህ ብብሄር ፓለቲካ ብቻ ነው ግንቦት ሰማያውይ መኢአድ ህብረት የሚባሉት ፓርቲወች ታሪካውይ ስራቸውን ጭፕርሰዋክ ለሚቀጥለው ምርጫ አንድም ህብረ ብሄራውይ ፓርቲ ለፓርላማ ቢወዳደር አንድም መቀመጫ እያገኝም በሁለቱ ትልልቅ ህዝቦች አማራና ኦሮሞ በሚዋቀር አዲስ መንግስት ይህች ሀገር ትመራለች ሀቁ ይህ ብቻ ነው የኦነጎች የመገንጠል ጥያቄ ላለመገንጥል ፈልገው ሳይሆን ያለው ሁኔታ እያስኬዳቸውም ኦነጎች አጥብቀው እትዮጵያ ብሄርተኛ ሀይሎችን የሚጠሉበት ምክንያት የአማራ ህዝብ በእትዮጵያ ብሄርተኛች በኩል ድምፅን ሰጥቶ በምርጫ ያሼንፋል ብለው ያስባሉ ለዝህም ይመስላል ገና በጥዋቱ በሜንጫ የታጀበ እግሬሲብ የምርጫ ቅስቀሳ በግንቦት ላይ የጀመሩት ግንቦት በዝህ ደንግጦ የአዲስ አበባ ልጆችን አሳስሮና አስግዞ ፈርቶ ፀጥ ብሎ ተቀምጣል መግለጫ እንካን ለመስጥት አልደፈረም መላው አማራ ይህ ያንድነቱ ሀይል ፓለቲካ አማራን ለብሄርተኛ ሀይሎች ጭዳ አድርጎ እሱ ራሱ ስልጣን ላይ የሚወጣ የሚመስለው አብዛኛው የ ቅሪት የሆነ የዞረበት ፓለቲከኛ ነው መጭው የዝህች ሀገር እጣፈንታ ከእንግዲህ በግልፅ በግንባር መላው አማራ ብብሄሩ ልክ እንደእሮሞው ትግሬው ብብሀልሩ አንድ ሁኖ ተድራጅቶ የእትዮጵያን ፓለቲካ ችግር አምጡ በአንድ ላይ እንፍታው ሲል ብቻ ነው,Free
