"Posts","Label"
"አማራውእራስበእራሱአይጣላምአንድነታችንለዘላቄይቀጥላልአንድነታችንንማንምአያፈረሰውምፈጣራያግዘናል","Free"
"የእነጄነራልሰዓረየግድያሁኔታምንሚክኒያትይቀርብለትይሆንጠባቅውበቅምተነሳስቶነውእንዳይሉፈራሁኝአብየትቀብራችሁ።","Offensive"
"አ ን ተ ሌ ባ ነ ህም ን ለ መ ግ ለ ፅ እ ደ ፈ ለ ክ ግ ል ፅ ነውአ ማ ሐ ራ ነው ስ ተ ቱ ን የ ሰ ራ ው ለ ማ ለ ት ነውት ግ ሬ ነ ህ","Offensive"
"ስመኘው ራሱ ገደለ ተባልክ አደለ እንዴ??","Offensive"
"ምነው የቅማንትን የወሎ ከሚሴንና የጉሙዙን የጅምላ ጭፍጨፋ በጎጃም የዶክተሮቹን በድንጋይ ተወግረው ግድያ በጎንደር ነዋሪ ትግሬዎችን ዘርፎ ማባረርን ምስኪን ሹፌር ገድለው ወደ ትግራይ የሚሄዱትን መኪናዎች የዘረፉትነሳ ሳትጠቅስ የእነሱ ነብስ የቁጫጭ ነብስ ነበር እንዴ","Offensive"
"ስህተትን አምኖ ለወደፊት መጠንቀቅ አለብን ማለት ትልቅነት ነው።","Offensive"
"እነ ቅቤው ደግሞ በልጣችሁን ሳይሆን በቅንነታችን ገብታችሁ አንዴ ሸውዳችሁናልና ከዚህ በሗላ አትድከሙ ።","Offensive"
"አንተ ራስህ ሰይጣናዊ ተልዕኮ የተሰጠህ ፀረ አማራ አንድነት ነህ!","Offensive"
"አዎ፡ በጎጃም በድንጋይ ተወግሮ የተገደሉትን እና የቅማንት ህዝብ ጭፍጨፋን መንሳት አትፈልግም፡፡ምን አይነት ጠባብ ነህ፡፡","Offensive"
"የረሳክ ነገር አለ ስለ ቤንሸንጉል ጉሙዝ ህፃናቸትና የቅማንት ህዝብ ጭፍጨፋ ጨፍጫፍዎችሁ እናንተ ስለሆናችሁ ነዉ የረሳክ","Offensive"
"መታወቅ ያለበት ነገር። ግብጥ እና ሱዳን ኢትዮጵያን ሊያጠቁ ቢነሱ የ አብይ ወታደር ሆኘ ላገሬ እንደምሞት። ግብጥ እና ሱዳን ኢትዮጵያን ሊያጠፉ ቢነሱ፣ አብይ በሚፈልገው ነገር ሁሉ ከጎኑ እንደምቆም። ምክኛቱም ኢትዮጵያዊነትን የሚበልጥ ነገር ስለሌለ። እና ምን ለማለት ነው ግብጦች ሲያጣድፉት በሴራ ገልብጬው ስልጣን ልያዝ የሚል ልብ የለኝም። የጀግና ልብ ነው ያለኝ። ጀግና ደሞ አጋጣሚዎችን ታኮ አይደለም የሚያሸንፈው። እና ምን ለማለት ነው አብይን አልደግፈውም። የሚሰራው ልክ እንዳልሆነ ይሰማኛል። አብይ እና ግብጥን ግን ለማነፃፀር እና የፖለቲካ ጥቅም ለማግኘት ከግብጥ ስር ሄደው እንደተወሸቁት ህወሓቶች የባንዳነት ታሪክ የለኝም። አማራ ነኛ!","Offensive"
"ይች  የክፍያ ፖለቲካ ደግሞ ታስቃለች።   አቶ ግርማ ሕሊና በኖረውና በቀመሳት! ገንዘብ የሚፈልግማ ከእነ ቴዎድሮስ አድሃኖም ጋር ልዑክ ሆኖ ነው መሄድ ያለበት!","Offensive"
"ለግርማ ሰይፉና ግብረአበሮቹ የፖለቲካ ነጋዴዎች መልስ በመስጠት ጊዜህን አትግደል አንተ ድምፅ እንድትሆናቸው የሚፈልጉ ብዙሃን እየጠበቁህ ነው።","Offensive"
"ይሄን እና ስለ ፓይለት ዮሐንስ የተጻፈውን ግርማ ሰይፉ ጻፈው ብየ ለማመን ከበደኝ። ምናልባት አካውንቱ ሃክ ተደርጎ ይሆን? ጽፎት ከሆነ ግን ከዚህ በላይ ውርደት የለም።","Offensive"
"አስደንግጦኛል፣አሳዝኖኛል፣አፍሬበታለሁ።በጣም ያሳዝናል","Offensive"
"ፓርላማ ተወክሎ ገብቶ የነበረው ይሄ ሰው ነው? ምኑ ማፈሪያ ነው አበስኩ! ለምን ግን አማራው ሲደራጅ እና እራሱን ለመከላከል ጥረት ሲያደርግ አዳሜ ከየጎሬው እየወጣ የሚንጫጫው? ትዝብት ነው።","Offensive"
"ላንተና ለሌሎች ተቺዎች የማይመጥን ምላሽ ከመስጠት በየቦታው የቀድሞው ብቸኛ የተ/ምክር ቤት አባል እያለ ለሚፎክርበት በኢሳት ""ያሥመረጥነው እኛ ነን"" ላለው የቀድሞ ደህንነት አባል መልስ በሰጠ ነበር። ኢሳትም በተደጋጋሚ ሲያቀርበው ይህችን ያለመጠየቁ ትዝብት ላይ ጥሎታል።","Offensive"
"ጌቾ ይሄን ተወው ወሬያም በለው።...አሁን እሱ ህብረ ብሄራም ኮኖ ነው","Offensive"
"በጭንቅላት ሳይሆን በሆዱ ከሚያስብ ጋር ለምን ጀመርከው?","Offensive"
"ማወቅ ማለት፡ፊደል በቆጠረ እንዳልሆነ ይገባኝ እሱ በየጊዜ የሚሰጣቸው የተለያዩ ሃሳቦች ነው፡፡በአንድ ነገር ላይ አንድ አቋም ነው የሚጠበቀው ትክክልም ባይሆን፡፡","Offensive"
"የሆነ ግዜ ላይ መስፍን ወልደማርያም የ2002 ምርጫ ግዜ እንዲያው በእድል ያሸነፈ ሰው ነው ብለውት እየየ እያለ ነበር ። እና ይሄ ሰውየ በዚያ ምርጫ በእድል ፓርላማን ስለተቀላቀለ ብቻ ራሱን የምክንያታዊነትና የፓለቲከኛ ጥግ አድርጎ ነው የሚቆጥር። ከሚጽፋቸው ጽሁፎችና ከሚናገራቸው ንግግሮች እንደምንረዳው ግን ያው ደነዝ ነገር ነው። በአማራ ጉዳይ ደግሞ እሱና አቤ ቶኪቾው አንድ ናቸው። አማራና የአማራን የመጥላትና የማጣጣል አባዜ አለባቸው። ለማንኛውም ግን አንተን ምንም አይሰማህ። ሚዲያዎችም የዚህን ሰውየ ተራ አቋም በመረዳት የሚሰጡትን ቦታና ክብር ሊነፍጉት ይገባል።","Offensive"
"ብልሹ የትግሬ ልጅ ነው የገርመውና። ደሞስ አንተን ብሎክ የሚያደረግ እሱ መጀመሪያ ካንተ ጋ ቀርቶ 5000 ተከታይም የለው። ይህ ወራዳ ትግሬ ሳይሆን አይቀርም ግን። ይህ አሳማ ባሪያ ወራዳ። ብሄርተኝታችን ላይ ብቻ አተኩርማ አቦ።","Offensive"
"የእናንተ አጉል እልህ መገባባት ደግሞ ያስጠላል!! ኤጭ!","Offensive"
"ይሄን ትንሽ ጉማሬ ሰምቶ እንዳልሰማ ማለፍ ነው እንጂ","Offensive"
"አቶ ግርማ ከወያኔ ደህንነት መስሪያቤት እጅ እና ጓንት ሁኖ የሚሰራ ሌባ ነው ።","Offensive"
"እንዲህ የወረደ ሰው ነው!!","Offensive"
"ይህ ቆሻሻ ለካስ ተኩላ ነበር ያላሰበው ማዕበል መቶ ስላዳፈነው ግራ ገበው","Offensive"
"የግርማ ፓለቲካ ሆድን በታሳቢነት እና እናቴን ያገባ,,,, የሚል መሆኑን የ2007 ምርጫ ላይ ጭራውን ሲቆላ ታዝበን ወቶልናል፡፡ ዛሬ እንዳዲስ የሚያወራው ጎርፍ አመጣሹ ያልገባው እስኪገባው መሆኑ ነው ችግሩ፡፡","Offensive"
"የተደበቀ የአማራ Offensive ያለበት መሆኑ በግልፅ ያስታውቃል። ወያኔ በአማራ ላይ ያደረገውን ነገር በሙሉ እንደሚደግፍ ይህ ፎቶ ላይ የፃፈው መልዕክት ገላጭ ነው። በአማራ በደልና መገፋት ላይ እየተሳለቀ ነው።","Offensive"
"ግርማ መልካም ነገር ቢናገር ነበር የሚገርመኝ ምክንያቱም መርካቶ ውስጥ ኪስ እያወለቀ እንዳደገ ስለማውቅ በነገራችሁ ላይ አማራ እንዳይመስላችሁ አደራ በአንደበቱ ኦሮሞ ነኝ ብሎ ሲናገር ሰምቸዋለሁ ስለዚህ አሁን ፊንፊኔ ከኛ ብየ እጠቀማለሁ ከሚል እሳቤ ተነስቶ ነው አማራ ላይ ቅርሻቱን የሚተፋው","Offensive"
"የመጨረሻ ማፈሪያ ነው !!","Offensive"
"በእርግጠኝነት ሰክሮ የፃፈዉ መሆን አለበት።እስኪ ይህ ብለህ ነበር ተብሎ ይጠየቅ እና መቼ?አላልኩም ብሎ ይክዳል።ይሄ ማጣበቂ ፓርላማ ዉስጥ ተቃዋሚ መስሎ የነ መለስ እስስት አልነበረም።ዶማ","Offensive"
"ትልቅ ሰው አይደለም እንዴ ሰውየው?ምን ሆኖ ነው እንደ ገለባ ቀለለ?","Offensive"
"ጌቾ ግርማ ሰይፉ ሰው ሆኖ በመፈጠሩ ሰው እንበለው እንጂ ሠው የሚባል አይደለም አንተ ከናሳኸው ጉዳይ ሌላ የፓለቲካ እስረኞችን ምግብ አበላሁ ብሎ የፃፈውን አስታውሳለሁ እጅግ ሲበዛ ግብዝና ደንበኛ የፓለቲካ ነጋዴ ነው ደግሞ በሀገራችን ፓለቲከኛ ተብለው እስር ቤትን ከማያውቁት አስመሳይ ተቃዋሚዎች አንዱ ስለሆነ በፓለቲካ አመለካከት ብቻ የሚደርሰውን መከራ አያውቀውም","Offensive"
"ይሄ ደንቆሮ አማርኛን እንዴት እንደሚጫወትበት አይተህልኛል","Offensive"
"ተወው ባክህ ይህን ልጥልጥ ባሪያ፡፡ አቴንሽን ፍለጋ እየተፍጨረጨረ ነው፡፡","Offensive"
"Girma Seifu Maru..ይሄ ተራ ተሳዳቢ ነበር ህዝብ ወክሎ አምስት አመት የተዘፈዘፈው።የሱን ጉድ ለማወቅ የአቶ አያሌውን ኢንተርቪው ማዳመጥ በቂ ነው።","Offensive"
"አቅም ካለውና በሀሳብ መሞገት ከቻለ Block ማድረግ አልነበረበትም።ናቀው","Offensive"
"ግርማ ከፍያ ይሰራ ነበር አይደል ሁሉም ስው እንደእሱ ይመለዋል!!","Offensive"
"አማራን ያላወቃችሁ ሰወች እያየሁ ነው ።አማራ ማለት ነፍጠኛ ፡መመከት እሚችል እማይዋሽ ፡እስካሁን ስለ ኢ ት የኖረ ህዝብ ነው። በቃ በዛ ፡አልበዛም?","Offensive"
"like you my friend you did notgive a chance for a Hater a space.....አንቀህ ያዝከው። ደነገጠ። በህዝብም አላገጠ። ይህ እብደት ነው እኮ። እኛ ግን ስንቶቹን ተሸክመን እንደኖርን ነው የሚያሳየን። ስንቱን ጠላት ስንመግብ እንደኖርን ነው የምረዳው......በርታ። አንቀህ ያዝልኝ።ብችል እኔም አልለቃቸው።","Offensive"
"ግርማ ሰይፉ 2002 በብቸኝነት ሲያሸንፍ አውራምባ ታይምስ ላይ ""አንተ በብቸኝነት እንዴት አሸነፍክ"" ሲባል ""እኔ የተጠቀምኩት ስትራቴጂ ለየት ይላል። ስቀሰቅስ 'ብቸኛው ሀቀኛ ተቃዋሚ መድረክ ብቻ ነው። ወይ መድረክን አልያም ኢህአዴግን ምረጡ' በማለት ነው"" ሲል ገልጿል። መድረክ ምን አይነት ድርጅት እንደሆነና እነ አቶ ግርማም ምን ብለው ሲሰድቡት እንደነበር ይታወሳል።","Offensive"
"ይህ ሰው አይፈርድበትም ደሞዝ የሚከፈላቸው ሥራ ሳየሰሩ አንዱ ይህ ነበር ህሊናውን የሺጠ ሰው ብለህው ጌቾ ወትሮም ለሆዱ ያደር አሁንም በሳንቲም ተሽጦ ነው ሰሞኑን በአማራው ህዝብ ዘመቻ የጀመረው ለዛ ነው ከበቴድሮስ አድህኖ ጋር ምን ሴሰራ እንደነበር ይታወቃል ሥራ ነው","Offensive"
"@ሰውየው እንዲህ የወረደ መሆኑን አላውቅም ነበር።ሰዎች ስለአማራ ሲፅፉስ ለምንድን ነው እንዲህ ከገንዘብ ጋር የሚያገናኙት? ምን አይነት በሽታ ይሆን ከቶ?","Offensive"
"ይገርማል እኔ ደሞ ለኢትዮጲያ ህዝብ ሁሉ የሚቆረቆር ይመስለኝ ነበር ያዉ የዜግነት ፖለቲካ አራማጅ ስለሆነ የምር አክባሪው ነበርኩ።አዬዬ ይቺ የአማራ ብሄርተኝነት እንዴት ፍትሁን መድሀኒት ነች ስንቱን ባዶ አስቀረችው።","Offensive"
"በዕርግጠኝነት ታመዎል ክቡርነትዎ።ወይ ሦስት ሰባት አሊያም አማኑኤል ቢታዩ?!","Offensive"
"በቀደመው ፖስት ላይ ""Block"" አድርጎህ ይሸልላል ያልኩትን ወደ ""ላቀ"" ደረጃ አሣድጎ ተሣድቦና በህጻናት ተሳልቆ አደረገው። ኃሣብ-የለሽ ድንዙዝ ስለሆነ አንተ ተገላገልክ፤ ፊትህን ወደ ሥራህ።","Offensive"
"የማን ነው ደደብ የቆሎ ተማሪዎች ላይ የሚያላግጥ ድንጋይ ራስ;;","Offensive"
"ሰው መሳይ ደግሞ የሚገርመው በኢሳት እየቀረበ የሚተረተረው ላገር የሚያስብ ይመስላል፡አማራ ላይ ሁሉም ምላሱ እረጂም ነው በተራ ሊቀጠቅጡን ነው የሚፈልጉት የሚያስፈልገው ከነዚህ መማር ያለብን ይመስለኛል፡ባንድ አብረን ልዩነት እንኳን ቢኖር ተቻችለን የጀመርነውን ለመጨረስ አስፈላጊውን ሁሉ ማድረግ አለብን፡እንደዚህ አይነቱ ነው እንግድህ ለህዝብ እኩልነት ሊሰራ ፓርላማ አምስት አመት የተቀመጠው ማፈሪያ ነህ፡ጌችና አንተ አትመጣጠኑም ሌት ተቀን ለህዝብ የሚሰራ መሆኑን አስመስክሯል፡አንተ ግን ይኸንን መለጠፍህ እራሱ የወረድክ እንደሆነ አንዱ ማሳያ ነው፡ደግሞም ቸግሯቸው እንዳይመስልህ ለመማር ብለው እንጂ ከነዚህ ነው ነጩ ጤፍ;ማሩ;ቅቤው;ሰሊጡ የሚገኘው ስለዚህ ያንተን ደካማነትህን ነው የሚገልፀው እንጂ ያዋረድኩኝ እንዳይመስልህ፡፡","Offensive"
"100% ውሸት አንተ ውሸታም ነህ እውቀትህን ለረከሰ አስተሳሰብ ተጠቀምክ","Offensive"
"ምክንያቱም ከአግ7 ጋር ተጣላህ ሳይሆን ከ እውቀት በታች ተጋጨህየሀሳብ ብዝሃነትን ለመቀበል የሚያስችል እውቀት አጣህ ይህን እውቀት ያለ በሙሉ ከእውቀት ራቀአንተ የሀሳብ ሳይሆን የቢሄር መሪ ነህ","Offensive"
"ለካ የማንንም ቅሌታም ነዉ የተከበሩ ስንል የከረምነዉ...እኔ እምለዉ አማራን ሳንሳደብ(የሱን ጉዳይ ሳንተዉ) ስለህብረብሄራዊነት ማዉራት አይቻልም እንዴ...አማራስ የህብረብሄራዊነቱ (አንድነቱ) አንድ አካል አይደለምን?","Offensive"
"ግርማ ከዚህም በላይ እጅግ የወረደ ሰው ነው :: ስለርሱ በመነጋገር እውቅና አትስጡት :: ትኩረት የሚያሻው ብዙ አንገብጋቢ ጉዳይ አለን :: በጮኽ ውሻ ላይ ሁሉ ጠጠር ለመወርወር መቆም ፋይዳው ጊዜን ማባከን ብቻ ነው ::","Offensive"
"ግርማ እኮ ከጌታቸው አስፋ ጋር ይሰራ ነበር።","Free"
"ሰወች አጀንዳ ሲጨርሱ ስለሰወች በማውራት ይደክማሉ። ተወው","Free"
"ግርማ ሠይፉ ሢጀመር የሠው ተፈጥሮ የሌለውና አቋም የለሽ በጭባጫ የመንደር ውሻ ነው እኔ ግርም እሚለኝ እንዴት ይህ ሠው የፓርላማ አባል እንደሆነነው ወራዳ ብየዋለሁ።","Offensive"
"ጌቾ ከባድ ሚዛን ከማንም እንከፍ ጋር አትወዳድርም።ይህ ሰው እንደዚህ ይጠላናል ብየ አስቤ አላውቅም ነበር።ድልብ መሀይም ነው ለካ።እኔ ለእሱ አዘንኩለት።","Offensive"
"አረፍከው ሁሌ ከሚጨቃጨቅህ እንዲያውም አንተ ነበር ብሎክ ማድረግ ያለብህ፡፡ በጊዜ መሠናበቱ ጥሩ ነው","Offensive"
